Stkcd,Stknme,EPS,CFOPS,NAPS,DAR,EM,CAR,CLR,GP,NPM,ROE,ROTA,CR,QR,ER,IT,ART,CAT,FAT,TTC,Nnindcd,WindInd
300128,锦富新材,0.36,-0.0981,6.4077,29.6816,1.4221,78.0072,99.4329,19.3333,8.0667,11.6052,8.8932,2.6431,2.1563,0.4476,7.2578,3.8664,1.4216,7.8224,1.1024,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300129,泰胜风能,0.18,0.2876,4.2688,27.3881,1.3772,75.8706,97.5185,23.5291,8.4728,4.2934,3.2063,2.8407,2.0872,0.3855,1.4815,2.7227,0.4782,2.7156,0.3784,CSRC电气机械和器材制造业,Wind资本货物
300130,新国都,0.53,-0.3388,8.607,19.4405,1.2413,92.5228,96.0315,40.5083,12.1513,6.2706,5.1456,4.956,4.3515,0.242,2.4119,2.9141,0.4517,29.6601,0.4235,CSRC专用设备制造业,Wind技术硬件与设备
300131,英唐智控,0.09,-0.1378,5.2896,38.0351,1.6138,53.3706,56.5518,14.1915,2.8644,3.4089,2.5898,2.4813,1.6895,0.6335,4.6781,7.4355,1.385,7.7078,0.9041,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300132,青松股份,0.18,-0.4506,4.5859,43.7946,1.7792,58.7288,86.3631,23.7467,6.1352,6.3069,3.7114,1.5528,0.6167,0.7811,1.5224,8.9878,1.0419,2.4191,0.6049,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300133,华策影视,0.37,-0.0875,3.8596,13.6939,1.1587,85.2938,100,53.9205,30.8702,15.6013,13.7364,6.2286,5.0606,0.1633,1.5941,3.0342,0.5146,29.7385,0.445,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
300134,大富科技,-0.6,-0.4039,6.6905,30.8798,1.4468,61.8087,95.9888,17.5178,-11.5504,-8.5471,-5.8531,2.0852,1.8026,0.4657,4.6277,3.8029,0.759,2.5619,0.5067,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300135,宝利沥青,0.176,0.6484,3.3032,28.2718,1.3942,75.9864,86.772,13.2533,4.1209,8.7827,6.2216,3.0974,2.9242,0.3994,27.8449,6.1575,1.9268,10.711,1.5097,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300136,信维通信,0.0457,-0.5144,4.9569,18.8601,1.2324,61.6079,100,30.8303,2.8246,0.9125,0.8007,3.2666,3.0586,0.2324,6.7794,2.2337,0.3675,1.5967,0.2835,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300137,先河环保,0.23,-0.0789,5.8178,8.8973,1.0977,82.458,89.0764,50.3739,22.0464,5.2371,4.835,10.4042,9.4382,0.0977,1.7799,1.2611,0.2586,2.1797,0.2193,CSRC仪器仪表制造业,Wind技术硬件与设备
300138,晨光生物,0.328,-0.7914,5.5403,30.9721,1.4487,61.5069,94.976,16.0971,6.1533,6.0405,4.5707,2.0909,0.6157,0.45,1.7161,13.2948,1.1885,2.7882,0.7428,CSRC农副食品加工业,Wind食品、饮料与烟草
300139,福星晓程,0.76,0.3139,10.4567,5.075,1.0535,82.7375,100,53.6353,30.0199,7.4098,7.1971,16.3028,12.9795,0.0546,0.8424,1.9178,0.2779,5.1388,0.2397,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300140,启源装备,0.1,0.0936,6.4122,10.195,1.1135,82.8177,100,28.0033,6.1975,1.6264,1.4576,8.1234,7.1766,0.1135,1.7379,2.0364,0.2764,2.8675,0.2352,CSRC电气机械和器材制造业,Wind资本货物
300141,和顺电气,0.31,-0.4941,5.299,20.0364,1.2506,81.5725,99.3845,32.5881,18.4468,9.0497,6.8504,4.0964,3.1101,0.2506,1.4501,4.5964,0.4227,6.2325,0.3714,CSRC电气机械和器材制造业,Wind资本货物
300142,沃森生物,1.29,0.4301,16.2108,28.7781,1.4041,53.6345,79.6191,88.11,41.9225,8.2153,6.0439,2.3408,2.1479,0.4335,0.4893,1.4275,0.2201,1.3957,0.1442,CSRC医药制造业,Wind制药、生物科技与生命科学
300143,星河生物,0.04,0.1836,5.1754,18.9106,1.2332,14.1001,71.9336,26.1684,1.8117,0.8387,0.4907,1.0365,0.8108,0.2479,7.1261,14.5163,0.9346,0.7569,0.2708,CSRC农业,Wind食品、饮料与烟草
300144,宋城演艺,0.46,0.7135,5.2076,8.3262,1.0908,47.0747,88.7362,69.6533,43.7449,9.1762,8.2179,6.3715,6.366,0.0923,200.9853,133.3817,0.3349,0.8632,0.1879,CSRC公共设施管理业,Wind消费者服务Ⅱ
300145,南方泵业,0.84,1.186,7.6841,21.8312,1.2793,67.5865,97.1711,36.1049,11.723,11.5525,8.9324,3.186,2.5371,0.292,3.6853,12.4725,1.0577,4.6419,0.762,CSRC通用设备制造业,Wind资本货物
300146,汤臣倍健,0.85,0.5085,8.8109,8.4388,1.0922,76.8311,95.4296,63.3726,26.2826,15.2232,14.0216,9.5406,8.3044,0.0922,2.4138,35.9968,0.6595,4.6013,0.5335,CSRC食品制造业,Wind食品、饮料与烟草
300147,香雪制药,0.28,0.3951,4.9284,47.8959,1.9192,57.373,50.0767,47.8751,13.6293,7.4488,4.4834,2.3921,2.2101,0.9522,3.8292,8.5283,0.5846,1.3792,0.3289,CSRC医药制造业,Wind制药、生物科技与生命科学
300148,天舟文化,0.12,0.0232,4.1537,11.178,1.1258,85.4104,100,31.1339,7.2407,3.6247,3.4401,7.641,6.856,0.1276,4.7137,6.5746,0.5557,6.1195,0.4751,CSRC新闻和出版业,Wind媒体Ⅱ
300149,量子高科,0.18,0.2741,3.0696,4.0018,1.0417,66.5388,97.0056,39.4324,15.3362,5.847,5.6257,17.1407,15.8328,0.0433,4.1309,6.5171,0.486,2.9418,0.3668,CSRC食品制造业,Wind食品、饮料与烟草
300150,世纪瑞尔,0.25,0.1794,10.2425,5.992,1.0637,96.8184,99.2058,52.7372,29.4906,4.9139,4.5926,16.2874,15.688,0.0637,2.3902,1.1235,0.1606,6.9718,0.1557,CSRC软件和信息技术服务业,Wind软件与服务
300151,昌红科技,0.34,0.3105,7.1632,12.4685,1.1424,75.8946,100,17.3383,6.8624,4.7508,4.1533,6.0869,5.5728,0.1424,7.0067,4.2911,0.799,3.2374,0.6052,CSRC专用设备制造业,Wind资本货物
300152,燃控科技,0.29,-0.2571,5.7858,17.1407,1.2069,65.7332,89.8738,32.6359,17.2001,5.0631,4.2922,4.267,3.8938,0.2069,3.5059,1.6317,0.373,5.4235,0.2495,CSRC通用设备制造业,Wind资本货物
300153,科泰电源,0.08,-0.3384,5.7456,9.9693,1.1107,83.7076,99.8428,18.576,2.9867,1.4418,1.2251,8.4098,6.6807,0.1107,1.7787,2.755,0.4664,73.4331,0.4102,CSRC电气机械和器材制造业,Wind资本货物
300154,瑞凌股份,0.37,0.2223,6.1713,11.5231,1.1302,89.3638,97.1436,25.9984,10.7442,6.1728,5.1349,7.9832,6.8996,0.1319,2.6715,12.6392,0.526,10.7315,0.4779,CSRC通用设备制造业,Wind资本货物
300155,安居宝,0.42,0.3655,5.6593,17.5709,1.2132,81.7545,95.429,47.909,20.7387,7.4433,6.4536,4.8757,4.4691,0.2137,2.65,6.0768,0.3619,4.1714,0.3112,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300156,天立环保,0.34,-0.2076,5.5227,35.6676,1.5544,83.8054,88.9235,28.3118,12.4703,6.2644,4.0578,2.6423,2.146,0.5853,1.3322,2.4103,0.3822,9.0425,0.3254,CSRC专用设备制造业,Wind资本货物
300157,恒泰艾普,0.29,0.5201,10.6107,8.3676,1.0913,56.1846,98.6912,47.5536,28.8564,5.876,6.5942,6.8036,6.6661,0.0962,9.1479,1.3214,0.3282,8.6276,0.2285,CSRC开采辅助活动,Wind能源Ⅱ
300158,振东制药,0.32,0.6576,6.5297,26.4831,1.3602,50.0139,90.5377,54.7672,6.3063,4.9276,3.6148,2.0859,1.8359,0.3639,3.5824,4.0508,1.0066,4.0271,0.5732,CSRC医药制造业,Wind制药、生物科技与生命科学
300159,新研股份,0.44,0.2758,5.2916,7.4301,1.0803,81.6123,85.6265,35.7658,19.5019,8.675,7.8935,12.8279,11.7184,0.0803,2.7213,2.7651,0.4761,4.6395,0.4048,CSRC专用设备制造业,Wind资本货物
300160,秀强股份,0.2764,0.469,5.5134,20.3852,1.256,68.3153,89.3931,23.2936,6.486,4.9941,3.9541,3.7489,3.4279,0.2575,8.1941,3.8003,0.8304,3.3766,0.6096,CSRC非金属矿物制品业,Wind耐用消费品与服装
300161,华中数控,0.0877,-0.271,7.84,24.6649,1.3274,81.162,88.0175,24.1241,3.4684,1.0652,1.252,3.7386,2.957,0.3373,1.8516,2.2288,0.4252,4.9581,0.361,CSRC通用设备制造业,Wind资本货物
300162,雷曼光电,0.17,0.4297,5.5577,15.4538,1.1828,70.0659,89.8144,27.7601,7.008,3.0602,2.592,5.0481,4.3668,0.1832,2.4891,4.224,0.4778,2.0976,0.3699,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300163,先锋新材,0.33,0.211,8.1572,3.0542,1.0315,48.1705,73.9313,30.3854,12.8963,4.0794,3.8672,21.3333,14.492,0.0315,1.4649,4.5721,0.5531,0.8787,0.2999,CSRC其他制造业,Wind材料Ⅱ
300164,通源石油,0.25,0.1063,7.4258,21.416,1.2725,79.5221,84.1331,55.0165,17.5904,5.1586,4.1668,4.4135,4.0814,0.2725,1.8658,1.1182,0.2845,1.9348,0.2369,CSRC石油和天然气开采业,Wind能源Ⅱ
300165,天瑞仪器,0.39,0.1291,9.1268,8.238,1.0898,89.4467,73.0204,66.1864,19.858,4.2575,3.8955,14.8695,13.0371,0.0898,0.6208,7.9946,0.2191,2.6003,0.1962,CSRC仪器仪表制造业,Wind技术硬件与设备
300166,东方国信,0.58,-0.0887,6.0352,5.8683,1.0623,81.3403,99.1786,46.2065,22.6047,10.0796,9.3413,13.9758,13.639,0.0623,20.1344,2.4736,0.4824,19.0408,0.4132,CSRC软件和信息技术服务业,Wind软件与服务
300167,迪威视讯,0.1,-0.8175,7.0886,9.4536,1.1044,85.6878,92.1202,33.8717,7.844,2.7938,2.1702,9.8394,8.8996,0.1073,2.8107,1.3154,0.3098,10.9382,0.2767,CSRC软件和信息技术服务业,Wind技术硬件与设备
300168,万达信息,0.4643,0.254,5.1227,16.3163,1.195,74.9869,86.0198,30.8527,11.911,9.4841,7.3385,5.3428,5.1169,0.202,16.9976,3.9229,0.7801,7.2704,0.6161,CSRC软件和信息技术服务业,Wind软件与服务
300169,天晟新材,0.0698,-0.4115,3.3348,30.237,1.4334,56.069,93.3946,27.7885,2.6926,2.077,1.0615,1.9855,1.1245,0.4436,1.3288,2.7375,0.6206,2.5886,0.3942,CSRC橡胶和塑料制品业,Wind材料Ⅱ
300170,汉得信息,0.48,0.2678,6.7735,7.6207,1.0825,85.107,96.9594,34.7979,16.9969,10.9462,10.0909,11.518,11.4707,0.0833,105.2669,4.3945,0.6483,67.9971,0.5937,CSRC软件和信息技术服务业,Wind软件与服务
300171,东富龙,1.12,1.6701,10.5306,30.6595,1.4422,90.2712,98.5277,45.7866,29.0232,10.9971,8.3258,2.9883,2.4123,0.4495,0.9892,7.0734,0.3165,5.9705,0.2869,CSRC专用设备制造业,Wind资本货物
300172,中电环保,0.44,-0.1156,6.297,21.3134,1.2709,78.5965,95.9445,28.8755,15.3115,7.2122,5.5984,3.8435,3.4662,0.2744,4.0194,1.85,0.4333,14.4309,0.3656,CSRC生态保护和环境治理业,Wind公用事业Ⅱ
300173,松德股份,0.2,-0.3006,5.0178,25.0347,1.334,69.5384,95.6828,33.9554,9.0076,4.0119,2.8319,2.903,1.9818,0.3363,1.0444,2.1102,0.4378,2.8062,0.3144,CSRC专用设备制造业,Wind资本货物
300174,元力股份,0.1703,-0.0754,3.7184,13.1233,1.1511,45.3745,92.5513,21.749,6.8131,4.6225,4.1236,3.7358,2.6724,0.1511,4.6123,9.8924,1.1199,1.9366,0.6052,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300175,朗源股份,0.049,-0.1201,1.5072,13.977,1.1625,65.7797,100,16.9314,5.0298,3.3015,2.8619,4.7063,1.7857,0.1625,1.3357,6.6079,0.8477,2.225,0.569,CSRC农副食品加工业,Wind食品、饮料与烟草
300176,鸿特精密,0.398,1.0623,6.0745,46.4279,1.8666,49.3249,88.0876,23.3024,5.6357,8.0457,4.6434,1.2061,0.9041,0.8666,5.1681,4.5538,1.6323,2.1014,0.8239,CSRC汽车制造业,Wind汽车与汽车零部件
300177,中海达,0.36,0.1703,4.0276,12.0864,1.1375,79.3554,99.1204,48.7605,18.8666,9.3555,8.0623,6.6239,5.5592,0.1412,1.8406,3.1388,0.5015,7.7489,0.4273,CSRC计算机、通信和其他电子设备制造业,Wind资本货物
300178,腾邦国际,0.55,0.4046,8.5493,12.9135,1.1483,64.9023,94.5647,63.998,25.4314,6.4683,5.705,5.3148,5.3148,0.15,,2.6202,0.3464,1.5939,0.2243,CSRC商务服务业,Wind运输
300179,四方达,0.16,0.2536,5.6195,7.6626,1.083,80.5412,46.0468,39.3049,26.0732,5.1922,4.8641,22.8266,20.8068,0.083,1.5103,2.9591,0.2303,1.274,0.1866,CSRC非金属矿物制品业,Wind材料Ⅱ
300180,华峰超纤,0.55,0.8062,7.9003,6.5172,1.0697,47.3514,99.5289,26.8324,14.0682,7.0834,6.6518,7.3,6.0565,0.0697,3.9291,15.7845,0.8446,1.294,0.4728,CSRC橡胶和塑料制品业,Wind材料Ⅱ
300181,佐力药业,0.43,0.2119,4.9022,18.314,1.2242,54.4854,77.3342,85.2657,18.0366,8.9223,7.2598,3.847,3.646,0.2242,2.4148,10.1812,0.6879,1.4697,0.4025,CSRC医药制造业,Wind制药、生物科技与生命科学
300182,捷成股份,0.65,0.2895,6.6276,8.8963,1.0977,81.9793,99.0235,47.7677,21.4411,13.5588,13.0183,9.3058,8.6739,0.0994,5.0916,5.8856,0.7005,8.7159,0.6072,CSRC软件和信息技术服务业,Wind软件与服务
300183,东软载波,1.18,1.0183,6.9397,4.3356,1.0453,98.7227,86.5177,61.9108,58.6901,17.9364,17.1135,26.3188,25.8582,0.0453,5.5988,6.5862,0.295,33.9092,0.2916,CSRC软件和信息技术服务业,Wind软件与服务
300184,力源信息,0.15,0.0343,4.476,10.0233,1.1114,79.9233,97.9153,17.2127,5.1942,3.4051,3.1144,8.1435,5.153,0.1114,1.7556,12.121,0.6813,54.2218,0.5996,CSRC批发业,Wind技术硬件与设备
300185,通裕重工,0.15,0.0835,3.9029,41.6562,1.714,50.3971,86.382,22.0041,9.866,3.7825,2.2406,1.4006,1.0596,0.7488,1.4823,2.1374,0.4299,1.1598,0.2271,CSRC通用设备制造业,Wind资本货物
300186,大华农,0.34,0.6602,7.7666,4.814,1.0506,82.5421,96.2828,49.2468,21.3473,8.7676,8.3062,17.8083,16.7381,0.0506,4.0174,5.5242,0.4612,3.6125,0.3891,CSRC医药制造业,Wind制药、生物科技与生命科学
300187,永清环保,0.27,-0.4942,5.9859,34.4346,1.5252,82.0296,100,22.4039,9.4534,6.8973,4.6646,2.3822,1.2687,0.5252,1.2998,16.6636,0.5817,18.1286,0.4934,CSRC生态保护和环境治理业,Wind商业和专业服务
300188,美亚柏科,0.36,0.2429,7.0233,15.7354,1.1867,69.4478,87.1008,59.9695,22.4468,10.7986,8.9887,5.0671,4.4025,0.1873,1.6987,3.1743,0.4997,5.2259,0.4004,CSRC软件和信息技术服务业,Wind技术硬件与设备
300189,神农大丰,0.2327,-0.1284,5.1559,9.5262,1.1053,78.1002,86.3235,32.0559,15.7961,4.5895,4.6601,9.4973,6.9297,0.1145,1.1357,6.6587,0.3552,7.1258,0.295,CSRC农业,Wind食品、饮料与烟草
300190,维尔利,0.43,-0.9204,9.7424,15.8537,1.1884,86.2144,96.9528,40.2399,19.1811,7.4845,6.2344,5.609,4.6948,0.1884,1.3891,1.5724,0.3598,10.2505,0.325,CSRC生态保护和环境治理业,Wind商业和专业服务
300191,潜能恒信,0.26,0.1694,6.9966,2.9514,1.0304,79.5387,54.5088,74.4668,58.2179,7.6669,7.4687,49.4399,49.438,0.0304,257.0416,0.9193,0.1526,1.6726,0.1283,CSRC开采辅助活动,Wind能源Ⅱ
300192,科斯伍德,0.38,0.1372,5.3888,17.3179,1.2095,77.1684,100,25.2668,10.6123,7.2583,6.2821,4.456,3.9694,0.2094,5.8542,4.9784,0.717,8.0792,0.592,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300193,佳士科技,0.37,0.2997,8.3633,10.9082,1.1224,79.7711,97.8062,31.6059,13.6279,4.3775,3.9132,7.477,6.5543,0.123,2.0486,5.3078,0.3443,2.6697,0.2871,CSRC通用设备制造业,Wind资本货物
300194,福安药业,0.51,0.4705,12.7511,4.6656,1.0489,70.0738,67.7019,35.8566,21.3096,5.2735,4.9424,22.1844,20.4993,0.0495,2.8573,9.4958,0.3146,1.8847,0.2319,CSRC医药制造业,Wind制药、生物科技与生命科学
300195,长荣股份,1.05,0.5086,9.0759,8.9492,1.0983,76.2179,81.9895,46.3306,26.0708,11.8522,10.3897,10.3876,8.7196,0.0996,1.6173,6.1312,0.5038,2.5082,0.3985,CSRC专用设备制造业,Wind资本货物
300196,长海股份,0.74,1.4391,7.254,23.4488,1.3063,29.8593,94.244,28.6816,15.2355,10.6008,8.5705,1.3512,1.184,0.3187,10.5303,8.0202,1.2877,2.2055,0.5625,CSRC非金属矿物制品业,Wind资本货物
300197,铁汉生态,0.68,-1.1614,7.3637,35.7542,1.5565,60.9587,97.1337,30.4302,17.8617,14.7889,10.7453,1.7552,1.0054,0.5648,1.5516,15.6355,0.8362,22.1055,0.6016,CSRC土木工程建筑业,Wind商业和专业服务
300198,纳川股份,0.466,0.1664,4.8701,9.6001,1.1062,80.2395,100,49.8459,24.1786,10.0832,9.0691,8.3582,7.9286,0.1063,4.3173,1.5822,0.4704,2.3136,0.3751,CSRC橡胶和塑料制品业,Wind材料Ⅱ
300199,翰宇药业,0.22,0.4359,5.0802,9.5617,1.1057,70.3124,46.0767,79.3263,39.7348,9.0306,8.3181,15.9594,15.5146,0.1057,2.4297,2.8089,0.2631,3.3152,0.2093,CSRC医药制造业,Wind制药、生物科技与生命科学
300200,高盟新材,0.28,-0.0786,6.9727,8.3208,1.0908,84.2048,81.5375,26.6054,13.7994,8.0999,7.4746,12.4113,11.1195,0.0908,5.1215,3.9516,0.6278,5.5299,0.5417,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300201,海伦哲,0.0706,-0.2683,3.685,27.4711,1.3788,64.9394,98.0292,30.5968,7.8599,3.8879,2.9329,2.4114,1.6681,0.3813,1.6779,2.2307,0.5711,2.5017,0.3731,CSRC专用设备制造业,Wind资本货物
300202,聚龙股份,0.63,0.4001,4.7057,14.6508,1.1717,81.2813,96.8637,50.853,28.5059,19.5584,17.3341,5.7276,4.955,0.1717,2.9322,3.9794,0.7179,6.4284,0.6081,CSRC专用设备制造业,Wind技术硬件与设备
300203,聚光科技,0.4,0.2483,3.9964,21.3108,1.2708,73.0373,85.7788,52.4664,21.149,10.4435,7.9876,3.9954,3.2983,0.2726,1.508,1.3723,0.4908,4.4998,0.3777,CSRC仪器仪表制造业,Wind技术硬件与设备
300204,舒泰神,0.67,0.6761,9.3015,13.4091,1.1549,77.89,81.9577,94.7928,28.8119,13.6787,12.4102,7.0875,6.9358,0.1549,1.7207,7.5475,0.5429,9.0367,0.4307,CSRC医药制造业,Wind制药、生物科技与生命科学
300205,天喻信息,0.19,-0.0401,7.0388,29.3772,1.416,85.8629,99.0685,40.2806,5.199,3.9648,2.8932,2.9503,2.4241,0.416,2.2323,2.2359,0.6455,9.3591,0.5565,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300206,理邦仪器,0.42,0.8078,11.7023,7.0763,1.0762,91.2983,51.1253,56.8404,14.0079,4.7839,4.3694,25.2359,24.2426,0.0766,4.0148,26.1801,0.3342,15.659,0.3119,CSRC专用设备制造业,Wind医疗保健设备与服务
300207,欣旺达,0.29,-0.5145,4.9868,41.9758,1.7234,74.6598,94.7293,17.1484,5.106,5.9951,4.0086,1.8776,1.4043,0.7313,4.1399,3.0791,0.9815,8.5255,0.7851,CSRC电气机械和器材制造业,Wind技术硬件与设备
300208,恒顺电气,0.2,0.3186,4.8562,35.2192,1.5437,66.3579,59.0591,44.8698,22.3817,8.4604,5.7981,3.1903,3.0418,0.5437,4.7848,2.7288,0.3894,1.1778,0.2591,CSRC电气机械和器材制造业,Wind资本货物
300209,天泽信息,0.03,-0.1293,5.24,11.5583,1.1307,79.8915,95.0304,62.517,4.0016,0.5803,0.5527,7.2735,7.1055,0.1329,3.2838,4.2283,0.1708,1.3802,0.1381,CSRC软件和信息技术服务业,Wind软件与服务
300210,森远股份,0.64,0.2507,4.982,31.0424,1.4502,75.4474,75.509,45.7307,28.0327,13.4598,10.4127,3.2188,2.6699,0.4502,1.6163,2.2224,0.467,3.2766,0.3714,CSRC专用设备制造业,Wind资本货物
300211,亿通科技,0.3667,0.2905,8.7333,13.3097,1.1535,69.6797,99.4822,25.4815,10.8954,5.1272,4.3997,5.2625,4.6931,0.1535,3.427,1.839,0.559,2.0322,0.4038,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300212,易华录,0.33,-0.9831,5.6901,44.2962,1.7952,79.0969,80.2066,34.5495,16.3524,12.2286,6.8524,2.2263,0.9466,0.8581,0.6458,3.5943,0.5223,28.3051,0.419,CSRC软件和信息技术服务业,Wind软件与服务
300213,佳讯飞鸿,0.14,0.1677,5.6017,17.4579,1.2115,84.524,71.968,29.2873,5.0866,2.5805,2.1391,6.7274,6.0744,0.2249,4.2395,2.3347,0.4875,13.4995,0.4205,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300214,日科化学,0.48,0.3336,5.6465,4.2492,1.0444,69.4042,77.7984,21.0385,9.3061,8.827,7.9666,20.9948,18.5534,0.0445,9.4132,7.8365,1.1413,6.396,0.8561,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300215,电科院,0.39,1.4678,6.5376,46.9787,1.886,17.224,49.3054,70.5555,40.4858,12.5094,7.0867,0.7436,0.7436,0.886,,169.2704,0.8201,0.6876,0.175,CSRC专业技术服务业,Wind资本货物
300216,千山药机,0.4,-0.336,5.848,16.7796,1.2016,78.9065,96.8022,52.2276,19.5349,9.674,8.1323,4.8579,4.448,0.2047,2.564,1.7075,0.5031,3.5004,0.4163,CSRC专用设备制造业,Wind资本货物
300217,东方电热,0.482,0.3781,5.1341,22.9098,1.2972,78.9912,95.1366,26.5306,14.949,9.7601,7.2093,3.6242,3.0319,0.3134,2.6773,3.9817,0.5931,3.718,0.4823,CSRC电气机械和器材制造业,Wind资本货物
300218,安利股份,0.2311,0.5583,3.7318,41.3945,1.7063,52.8729,77.9472,18.6041,4.8137,6.3457,3.9405,1.6387,1.2491,0.7482,4.3605,33.3444,1.3732,2.9774,0.8186,CSRC橡胶和塑料制品业,Wind材料Ⅱ
300219,鸿利光电,0.21,0.3499,3.196,17.0589,1.2057,58.1087,88.5923,31.2438,10.3361,6.838,5.8995,3.845,3.3391,0.2089,4.9421,4.4832,0.8516,2.2404,0.5708,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300220,金运激光,0.1825,-0.4152,8.0294,25.7807,1.3474,77.2192,40.6312,44.6548,9.2356,4.8361,3.7412,7.3718,4.9695,0.3513,1.0176,13.2006,0.5089,2.1514,0.4051,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300221,银禧科技,0.17,0.1619,3.4201,24.9797,1.333,82.3274,96.4686,15.6523,3.7792,5.0146,3.6519,3.4164,2.5894,0.333,4.4175,3.367,1.1182,12.4822,0.9663,CSRC橡胶和塑料制品业,Wind材料Ⅱ
300222,科大智能,0.26,-0.0724,5.6031,16.7686,1.2015,86.4902,98.7197,33.5163,10.7208,4.7465,3.9948,5.2248,4.8231,0.2087,4.589,2.139,0.4244,3.9408,0.3726,CSRC电气机械和器材制造业,Wind资本货物
300223,北京君正,0.4603,0.3371,10.4191,2.5008,1.0256,93.215,47.4848,47.7545,44.7715,4.418,4.2909,78.4957,74.6949,0.0256,1.2936,4.3934,0.1013,30.8857,0.0958,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
300224,正海磁材,0.62,1.061,5.6132,25.7042,1.346,81.1084,98.2067,27.4965,18.2614,11.3045,8.031,3.2131,2.8351,0.3514,2.4578,10.2408,0.5359,2.9755,0.4398,CSRC非金属矿物制品业,Wind材料Ⅱ
300225,金力泰,0.425,1.2162,7.0319,13.5062,1.1562,66.2202,84.749,27.7159,10.9093,7.9761,6.9914,5.7853,5.1002,0.1562,5.7299,3.9365,0.8818,11.2282,0.6409,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300226,上海钢联,0.2938,-0.2468,4.5215,33.5243,1.5043,67.1201,78.6018,17.0204,4.0144,10.1887,6.2882,2.5472,2.2108,0.5952,20.2671,420.1239,2.1695,19.2545,1.5664,CSRC互联网和相关服务,Wind软件与服务
300227,光韵达,0.34,0.4312,4.7301,19.2495,1.2384,53.4284,85.2206,52.5336,16.7107,7.4,6.7056,3.2569,2.9364,0.2522,3.9398,2.5399,0.6904,1.2177,0.4013,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300228,富瑞特装,0.85,1.1582,5.5259,64.774,2.8388,79.5592,97.7957,33.613,9.3113,16.6314,6.6955,1.2559,0.7278,1.8448,1.3641,4.3825,0.9163,5.0076,0.7191,CSRC专用设备制造业,Wind资本货物
300229,拓尔思,0.3614,0.4292,3.8871,8.9924,1.0988,86.4423,95.533,80.3946,34.962,9.587,8.8448,10.0623,10.0623,0.0988,,1.3775,0.2857,3.1538,0.253,CSRC软件和信息技术服务业,Wind软件与服务
300230,永利带业,0.311,0.3494,3.1307,14.1676,1.1651,71.1107,76.9349,43.7165,17.6762,10.3033,9.2636,6.524,5.2841,0.1695,2.2413,3.8832,0.7221,2.5836,0.5241,CSRC橡胶和塑料制品业,Wind资本货物
300231,银信科技,0.3352,0.3628,3.9935,22.1076,1.2838,81.4836,100,30.9987,11.984,13.2593,10.9454,3.6858,3.5802,0.2838,31.5445,3.5147,1.1376,16.5241,0.9133,CSRC软件和信息技术服务业,Wind软件与服务
300232,洲明科技,0.22,-0.6862,5.5722,38.9078,1.6369,69.8431,96.2608,25.6179,4.7649,4.0858,3.4115,1.8648,0.9992,0.6572,1.8566,8.2407,0.9434,10.0473,0.716,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
300233,金城医药,0.34,0.7158,8.0625,33.6271,1.5066,58.8607,90.6561,23.6545,5.2057,4.3022,2.9017,1.9308,1.7197,0.5066,6.0702,3.3474,0.9367,1.7214,0.5574,CSRC医药制造业,Wind制药、生物科技与生命科学
300234,开尔新材,0.22,-0.1053,3.18,10.1672,1.1132,75.3009,73.0431,42.8048,18.1114,6.863,6.1073,10.1396,8.4891,0.1132,1.7375,1.5774,0.4269,2.2527,0.3372,CSRC非金属矿物制品业,Wind资本货物
300235,方直科技,0.24,0.2864,3.3601,3.8461,1.04,95.5211,78.7054,63.3055,27.2946,7.2766,7.0333,31.5551,30.8034,0.04,3.2443,7.1788,0.2681,24.4169,0.2577,CSRC软件和信息技术服务业,Wind软件与服务
300236,上海新阳,0.47,0.2915,4.4122,13.2112,1.1522,78.5393,44.4669,52.6331,27.7538,10.8733,9.523,13.3693,12.7313,0.1522,3.6088,2.9908,0.4287,3.9254,0.3431,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
